Model,Feature_details,RMSE,R^2_train,R^2_test,4_Fold_Validation,5_Fold_Validation,Note
Multiple Linear Regression,"['TS', 'F', 'E']",3.314237160910818,0.052518295984207874,-0.7248643013380993,-2.27854166529029,-2.245568486934274,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PCA', 'DCA']",2.3199922813386853,0.1488631926214734,0.1547973524099342,0.14124345750811215,0.14468880202108184,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PCA', 'PT']",2.279349298832442,0.17587073292546962,0.18415146824878026,0.16953269371453528,0.17252450645308037,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PCA', 'SD']",2.3213537669294704,0.14723172048577016,0.15380504835091657,0.1400972385080529,0.14354505616199625,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PCA', 'E']",2.7406638750129257,0.15924882438610943,-0.1795037324981057,-1.0060512587089179,-0.9886095769136528,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'DCA', 'PT']",2.4473223053494046,0.055276488912684774,0.05947551591018663,0.05065887459017354,0.052235556881774635,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'DCA', 'SD']",2.492856426317168,0.020965454404873185,0.02415171832811991,0.015079034859020513,0.018047895071409338,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'DCA', 'E']",3.335048337952027,0.04796385385881652,-0.7465942846692133,-2.360633546767968,-2.2896322376774796,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PT', 'SD']",2.445851714548086,0.05680093427957322,0.06060549465696119,0.05163540176955492,0.053723321770828746,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'PT', 'E']",3.301294107371204,0.08426283622508124,-0.7114184209678311,-2.3154574005730675,-2.249912201859915,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TS', 'SD', 'E']",3.326398051888843,0.0491003720535611,-0.7375455724638262,-2.3459684813852393,-2.268862158988673,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'F', 'PCA']",2.165791115662751,0.2253136428163588,0.2634183344092158,0.22426372884165127,0.22669630491212542,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'F', 'DCA']",2.1965237622979026,0.18893560363242412,0.24236578275326393,0.19334544186240035,0.19509210174569408,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'F', 'PT']",2.1653741196212737,0.2141182830577617,0.2637019463119967,0.21868734716393537,0.21965953156038465,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'F', 'SD']",2.19772708250794,0.18881447795242634,0.24153544683550432,0.1930496063186074,0.19515595518902745,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'F', 'E']",2.615241408560767,0.1990100601929684,-0.07401744840247582,-0.8633590148344981,-0.8267173915645424,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'PCA', 'DCA']",2.1589154834372364,0.22908466212994427,0.2680876911580886,0.22793264019764387,0.2301748922656129,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'PCA', 'PT']",2.1312078488672443,0.24950536131221113,0.2867539376921152,0.2489962647647264,0.2508774603923135,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'PCA', 'SD']",2.164661212383651,0.22538342864604355,0.26418669007817275,0.224686279394331,0.22693833397302807,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'PCA', 'E']",2.4454088787962327,0.23231238063725557,0.06094562959662142,-0.4927329012191468,-0.471862221652961,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'DCA', 'PT']",2.160986304077084,0.21527569185032358,0.26668292470608057,0.22038462538593898,0.2210382877076637,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'DCA', 'SD']",2.1940866859130264,0.1894610321105269,0.24404606336721024,0.19428415502184895,0.19604813340258662,"Test_Size = 0.2, Number_Feature = 3"
Multiple Linear Regression,"['TM', 'DCA', 'E']",2.6104506064509523,0.19974085417073228,-0.0700861155894763,-0.8528116475209505,-0.8122923927865899,"Test_Size = 0.2, Number_Feature = 3"
